,Rank 1950-2022,Supplier,Year,Value
2488,23.0,Turkiye,1968,0.0
2489,24.0,South Africa,1968,0.0
2490,25.0,North Korea,1968,0.0
2491,26.0,Belgium,1968,0.0
2492,27.0,Czechia,1968,0.0
2493,28.0,Finland,1968,33.0
2494,29.0,Japan,1968,0.0
2495,30.0,Austria,1968,1.0
2496,31.0,Denmark,1968,24.0
2497,32.0,Yugoslavia,1968,0.0
2498,33.0,Libya,1968,0.0
2499,34.0,UAE,1968,0.0
2500,35.0,Jordan,1968,0.0
2501,36.0,Romania,1968,0.0
2502,37.0,Uzbekistan,1968,0.0
2503,38.0,Singapore,1968,0.0
2504,39.0,Egypt,1968,26.0
2505,40.0,unknown supplier(s),1968,0.0
2506,41.0,Bulgaria,1968,0.0
2507,42.0,Iran,1968,0.0
2508,43.0,Slovakia,1968,0.0
2509,44.0,East Germany (GDR),1968,0.0
2510,45.0,India,1968,1.0
2511,46.0,Portugal,1968,0.0
2512,47.0,Indonesia,1968,0.0
2513,48.0,Moldova,1968,0.0
2514,49.0,Syria,1968,0.0
2515,50.0,Ireland,1968,0.0
2516,51.0,Hungary,1968,37.0
2517,52.0,Serbia,1968,0.0
2518,53.0,Pakistan,1968,0.0
2519,54.0,Taiwan,1968,0.0
2520,55.0,Kazakhstan,1968,0.0
2521,56.0,Iraq,1968,0.0
2522,57.0,Greece,1968,0.0
2523,58.0,Kyrgyzstan,1968,0.0
2524,59.0,Georgia,1968,0.0
2525,60.0,Montenegro,1968,0.0
2526,61.0,New Zealand,1968,1.0
2527,62.0,Chile,1968,0.0
2528,63.0,Saudi Arabia,1968,3.0
2529,64.0,Kuwait,1968,0.0
2530,65.0,Argentina,1968,8.0
2531,66.0,Ethiopia,1968,0.0
2532,67.0,Thailand,1968,0.0
2533,68.0,Nicaragua,1968,0.0
2534,69.0,Lithuania,1968,0.0
2535,70.0,Venezuela,1968,0.0
2536,71.0,Qatar,1968,0.0
2537,72.0,Peru,1968,0.0
2538,73.0,Malaysia,1968,0.0
2539,74.0,South Yemen,1968,0.0
2540,75.0,Lebanon,1968,0.0
2541,76.0,Slovenia,1968,0.0
2542,77.0,Cuba,1968,0.0
2543,78.0,Viet Nam,1968,0.0
2544,79.0,Brunei,1968,0.0
2545,80.0,Morocco,1968,0.0
2546,81.0,Cyprus,1968,0.0
2547,82.0,North Macedonia,1968,0.0
2548,83.0,Colombia,1968,0.0
2549,84.0,Bosnia-Herzegovina,1968,0.0
2550,85.0,Ghana,1968,0.0
2551,86.0,DR Congo,1968,0.0
2552,87.0,Chad,1968,0.0
2553,88.0,Oman,1968,0.0
2554,89.0,Latvia,1968,0.0
2555,90.0,Aruba,1968,0.0
2556,91.0,Sudan,1968,0.0
2557,92.0,Malta,1968,0.0
2558,93.0,Estonia,1968,0.0
2559,94.0,Algeria,1968,6.0
2560,95.0,Kenya,1968,0.0
2561,96.0,Nigeria,1968,0.0
2562,97.0,Fiji,1968,0.0
2563,98.0,Croatia,1968,0.0
2564,99.0,Ecuador,1968,0.0
2565,100.0,Sri Lanka,1968,0.0
2566,101.0,Uruguay,1968,0.0
2567,102.0,Iceland,1968,0.0
2568,103.0,Zimbabwe,1968,0.0
2569,104.0,Mexico,1968,0.0
2570,105.0,Philippines,1968,0.0
2571,106.0,Angola,1968,0.0
2572,107.0,Armenia,1968,0.0
2573,108.0,Uganda,1968,0.0
2574,109.0,South Vietnam,1968,0.0
2575,110.0,Dominican Republic,1968,0.0
2576,111.0,North Yemen,1968,0.0
2577,112.0,Senegal,1968,0.0
2578,113.0,Costa Rica,1968,0.0
2579,114.0,Panama,1968,0.0
2580,115.0,Cote d'Ivoire,1968,0.0
2581,116.0,Eritrea,1968,0.0
2582,117.0,Guyana,1968,0.0
2583,118.0,Bahrain,1968,0.0
2584,119.0,Cambodia,1968,0.0
2585,120.0,Bangladesh,1968,0.0
2586,121.0,Zambia,1968,0.0
2587,122.0,Mozambique,1968,0.0
2588,123.0,FMLN (El Salvador)*,1968,0.0
2589,124.0,Gabon,1968,0.0
2590,125.0,Malawi,1968,0.0
2591,126.0,Libya HoR*,1968,0.0
2592,127.0,Guatemala,1968,0.0
2593,128.0,Mujahedin (Afghanistan)*,1968,0.0
2594,129.0,Seychelles,1968,0.0
2595,130.0,Luxembourg,1968,0.0
2596,131.0,European Union**,1968,0.0
2597,132.0,Niger,1968,0.0
2598,133.0,Albania,1968,0.0
2599,134.0,Bahamas,1968,0.0
2600,135.0,United Nations**,1968,0.0
2601,,Others,1968,0.0
2602,,Total,1968,26028.0
2603,1.0,United States,1969,11806.0
2604,2.0,Soviet Union,1969,9853.0
2605,3.0,Russia,1969,0.0
2606,4.0,United Kingdom,1969,1790.0
2607,5.0,France,1969,1561.0
2608,6.0,Germany,1969,875.0
2609,7.0,China,1969,657.0
2610,8.0,Italy,1969,325.0
2611,9.0,Czechoslovakia,1969,666.0
2612,10.0,Netherlands,1969,113.0
2613,11.0,Israel,1969,28.0
2614,12.0,Switzerland,1969,105.0
2615,13.0,Spain,1969,6.0
2616,14.0,Sweden,1969,36.0
2617,15.0,Canada,1969,163.0
2618,16.0,Ukraine,1969,0.0
2619,17.0,Poland,1969,323.0
2620,18.0,South Korea,1969,0.0
2621,19.0,Norway,1969,53.0
2622,20.0,Brazil,1969,18.0
2623,21.0,Australia,1969,26.0
2624,22.0,Belarus,1969,0.0
2625,23.0,Turkiye,1969,0.0
2626,24.0,South Africa,1969,13.0
2627,25.0,North Korea,1969,0.0
2628,26.0,Belgium,1969,5.0
2629,27.0,Czechia,1969,0.0
2630,28.0,Finland,1969,33.0
2631,29.0,Japan,1969,31.0
2632,30.0,Austria,1969,1.0
2633,31.0,Denmark,1969,0.0
2634,32.0,Yugoslavia,1969,21.0
2635,33.0,Libya,1969,0.0
2636,34.0,UAE,1969,0.0
2637,35.0,Jordan,1969,0.0
2638,36.0,Romania,1969,0.0
2639,37.0,Uzbekistan,1969,0.0
2640,38.0,Singapore,1969,0.0
2641,39.0,Egypt,1969,15.0
2642,40.0,unknown supplier(s),1969,0.0
2643,41.0,Bulgaria,1969,0.0
2644,42.0,Iran,1969,0.0
2645,43.0,Slovakia,1969,0.0
2646,44.0,East Germany (GDR),1969,0.0
2647,45.0,India,1969,0.0
2648,46.0,Portugal,1969,0.0
2649,47.0,Indonesia,1969,0.0
2650,48.0,Moldova,1969,0.0
2651,49.0,Syria,1969,0.0
2652,50.0,Ireland,1969,0.0
2653,51.0,Hungary,1969,28.0
2654,52.0,Serbia,1969,0.0
2655,53.0,Pakistan,1969,0.0
2656,54.0,Taiwan,1969,0.0
2657,55.0,Kazakhstan,1969,0.0
2658,56.0,Iraq,1969,0.0
2659,57.0,Greece,1969,0.0
2660,58.0,Kyrgyzstan,1969,0.0
2661,59.0,Georgia,1969,0.0
2662,60.0,Montenegro,1969,0.0
2663,61.0,New Zealand,1969,0.0
2664,62.0,Chile,1969,0.0
2665,63.0,Saudi Arabia,1969,0.0
2666,64.0,Kuwait,1969,0.0
2667,65.0,Argentina,1969,0.0
2668,66.0,Ethiopia,1969,0.0
2669,67.0,Thailand,1969,0.0
2670,68.0,Nicaragua,1969,0.0
2671,69.0,Lithuania,1969,0.0
2672,70.0,Venezuela,1969,17.0
2673,71.0,Qatar,1969,0.0
2674,72.0,Peru,1969,0.0
2675,73.0,Malaysia,1969,0.0
2676,74.0,South Yemen,1969,0.0
2677,75.0,Lebanon,1969,0.0
2678,76.0,Slovenia,1969,0.0
2679,77.0,Cuba,1969,0.0
2680,78.0,Viet Nam,1969,0.0
2681,79.0,Brunei,1969,0.0
2682,80.0,Morocco,1969,6.0
2683,81.0,Cyprus,1969,0.0
2684,82.0,North Macedonia,1969,0.0
2685,83.0,Colombia,1969,0.0
2686,84.0,Bosnia-Herzegovina,1969,0.0
2687,85.0,Ghana,1969,0.0
2688,86.0,DR Congo,1969,0.0
2689,87.0,Chad,1969,0.0
2690,88.0,Oman,1969,0.0
2691,89.0,Latvia,1969,0.0
2692,90.0,Aruba,1969,0.0
2693,91.0,Sudan,1969,0.0
2694,92.0,Malta,1969,0.0
2695,93.0,Estonia,1969,0.0
2696,94.0,Algeria,1969,0.0
2697,95.0,Kenya,1969,0.0
2698,96.0,Nigeria,1969,0.0
2699,97.0,Fiji,1969,0.0
2700,98.0,Croatia,1969,0.0
2701,99.0,Ecuador,1969,0.0
2702,100.0,Sri Lanka,1969,0.0
2703,101.0,Uruguay,1969,0.0
2704,102.0,Iceland,1969,0.0
2705,103.0,Zimbabwe,1969,0.0
2706,104.0,Mexico,1969,0.0
2707,105.0,Philippines,1969,0.0
2708,106.0,Angola,1969,0.0
2709,107.0,Armenia,1969,0.0
2710,108.0,Uganda,1969,0.0
2711,109.0,South Vietnam,1969,0.0
2712,110.0,Dominican Republic,1969,0.0
2713,111.0,North Yemen,1969,0.0
2714,112.0,Senegal,1969,0.0
2715,113.0,Costa Rica,1969,0.0
2716,114.0,Panama,1969,0.0
2717,115.0,Cote d'Ivoire,1969,0.0
2718,116.0,Eritrea,1969,0.0
2719,117.0,Guyana,1969,0.0
2720,118.0,Bahrain,1969,0.0
2721,119.0,Cambodia,1969,0.0
2722,120.0,Bangladesh,1969,0.0
2723,121.0,Zambia,1969,0.0
2724,122.0,Mozambique,1969,0.0
2725,123.0,FMLN (El Salvador)*,1969,0.0
2726,124.0,Gabon,1969,0.0
2727,125.0,Malawi,1969,0.0
2728,126.0,Libya HoR*,1969,0.0
2729,127.0,Guatemala,1969,0.0
2730,128.0,Mujahedin (Afghanistan)*,1969,0.0
2731,129.0,Seychelles,1969,0.0
2732,130.0,Luxembourg,1969,0.0
2733,131.0,European Union**,1969,0.0
2734,132.0,Niger,1969,0.0
2735,133.0,Albania,1969,0.0
2736,134.0,Bahamas,1969,0.0
2737,135.0,United Nations**,1969,0.0
2738,,Others,1969,0.0
2739,,Total,1969,28574.0
2740,1.0,United States,1970,8980.0
2741,2.0,Soviet Union,1970,9599.0
2742,3.0,Russia,1970,0.0
2743,4.0,United Kingdom,1970,927.0
2744,5.0,France,1970,1734.0
2745,6.0,Germany,1970,1581.0
2746,7.0,China,1970,893.0
2747,8.0,Italy,1970,280.0
2748,9.0,Czechoslovakia,1970,434.0
2749,10.0,Netherlands,1970,5.0
2750,11.0,Israel,1970,9.0
2751,12.0,Switzerland,1970,18.0
2752,13.0,Spain,1970,70.0
2753,14.0,Sweden,1970,251.0
2754,15.0,Canada,1970,188.0
2755,16.0,Ukraine,1970,0.0
2756,17.0,Poland,1970,268.0
2757,18.0,South Korea,1970,0.0
2758,19.0,Norway,1970,0.0
2759,20.0,Brazil,1970,0.0
2760,21.0,Australia,1970,17.0
2761,22.0,Belarus,1970,0.0
2762,23.0,Turkiye,1970,0.0
2763,24.0,South Africa,1970,2.0
2764,25.0,North Korea,1970,0.0
2765,26.0,Belgium,1970,0.0
2766,27.0,Czechia,1970,0.0
2767,28.0,Finland,1970,32.0
2768,29.0,Japan,1970,0.0
2769,30.0,Austria,1970,1.0
2770,31.0,Denmark,1970,0.0
2771,32.0,Yugoslavia,1970,3.0
2772,33.0,Libya,1970,0.0
2773,34.0,UAE,1970,0.0
2774,35.0,Jordan,1970,0.0
2775,36.0,Romania,1970,0.0
2776,37.0,Uzbekistan,1970,0.0
2777,38.0,Singapore,1970,0.0
2778,39.0,Egypt,1970,39.0
2779,40.0,unknown supplier(s),1970,0.0
2780,41.0,Bulgaria,1970,0.0
2781,42.0,Iran,1970,23.0
2782,43.0,Slovakia,1970,0.0
2783,44.0,East Germany (GDR),1970,0.0
2784,45.0,India,1970,0.0
2785,46.0,Portugal,1970,0.0
2786,47.0,Indonesia,1970,12.0
2787,48.0,Moldova,1970,0.0
2788,49.0,Syria,1970,17.0
2789,50.0,Ireland,1970,0.0
2790,51.0,Hungary,1970,0.0
2791,52.0,Serbia,1970,0.0
2792,53.0,Pakistan,1970,0.0
2793,54.0,Taiwan,1970,0.0
2794,55.0,Kazakhstan,1970,0.0
2795,56.0,Iraq,1970,0.0
2796,57.0,Greece,1970,0.0
2797,58.0,Kyrgyzstan,1970,0.0
2798,59.0,Georgia,1970,0.0
2799,60.0,Montenegro,1970,0.0
2800,61.0,New Zealand,1970,0.0
2801,62.0,Chile,1970,0.0
2802,63.0,Saudi Arabia,1970,0.0
2803,64.0,Kuwait,1970,0.0
2804,65.0,Argentina,1970,0.0
2805,66.0,Ethiopia,1970,0.0
2806,67.0,Thailand,1970,0.0
2807,68.0,Nicaragua,1970,0.0
2808,69.0,Lithuania,1970,0.0
2809,70.0,Venezuela,1970,0.0
2810,71.0,Qatar,1970,0.0
2811,72.0,Peru,1970,0.0
2812,73.0,Malaysia,1970,0.0
2813,74.0,South Yemen,1970,0.0
2814,75.0,Lebanon,1970,0.0
2815,76.0,Slovenia,1970,0.0
2816,77.0,Cuba,1970,0.0
2817,78.0,Viet Nam,1970,0.0
2818,79.0,Brunei,1970,0.0
2819,80.0,Morocco,1970,0.0
2820,81.0,Cyprus,1970,0.0
2821,82.0,North Macedonia,1970,0.0
2822,83.0,Colombia,1970,0.0
2823,84.0,Bosnia-Herzegovina,1970,0.0
2824,85.0,Ghana,1970,0.0
2825,86.0,DR Congo,1970,0.0
2826,87.0,Chad,1970,0.0
2827,88.0,Oman,1970,0.0
2828,89.0,Latvia,1970,0.0
2829,90.0,Aruba,1970,0.0
2830,91.0,Sudan,1970,0.0
2831,92.0,Malta,1970,0.0
2832,93.0,Estonia,1970,0.0
2833,94.0,Algeria,1970,0.0
2834,95.0,Kenya,1970,0.0
2835,96.0,Nigeria,1970,0.0
2836,97.0,Fiji,1970,0.0
2837,98.0,Croatia,1970,0.0
2838,99.0,Ecuador,1970,0.0
2839,100.0,Sri Lanka,1970,0.0
2840,101.0,Uruguay,1970,0.0
2841,102.0,Iceland,1970,0.0
2842,103.0,Zimbabwe,1970,0.0
2843,104.0,Mexico,1970,0.0
2844,105.0,Philippines,1970,0.0
2845,106.0,Angola,1970,0.0
2846,107.0,Armenia,1970,0.0
2847,108.0,Uganda,1970,0.0
2848,109.0,South Vietnam,1970,4.0
2849,110.0,Dominican Republic,1970,0.0
2850,111.0,North Yemen,1970,0.0
2851,112.0,Senegal,1970,0.0
2852,113.0,Costa Rica,1970,0.0
2853,114.0,Panama,1970,0.0
2854,115.0,Cote d'Ivoire,1970,0.0
2855,116.0,Eritrea,1970,0.0
2856,117.0,Guyana,1970,0.0
2857,118.0,Bahrain,1970,0.0
2858,119.0,Cambodia,1970,0.0
2859,120.0,Bangladesh,1970,0.0
2860,121.0,Zambia,1970,0.0
2861,122.0,Mozambique,1970,0.0
2862,123.0,FMLN (El Salvador)*,1970,0.0
2863,124.0,Gabon,1970,0.0
2864,125.0,Malawi,1970,0.0
2865,126.0,Libya HoR*,1970,0.0
2866,127.0,Guatemala,1970,0.0
2867,128.0,Mujahedin (Afghanistan)*,1970,0.0
2868,129.0,Seychelles,1970,0.0
2869,130.0,Luxembourg,1970,0.0
2870,131.0,European Union**,1970,0.0
2871,132.0,Niger,1970,0.0
2872,133.0,Albania,1970,0.0
2873,134.0,Bahamas,1970,0.0
2874,135.0,United Nations**,1970,0.0
2875,,Others,1970,0.0
2876,,Total,1970,25388.0
2877,1.0,United States,1971,11742.0
2878,2.0,Soviet Union,1971,11160.0
2879,3.0,Russia,1971,0.0
2880,4.0,United Kingdom,1971,2252.0
2881,5.0,France,1971,2315.0
2882,6.0,Germany,1971,1357.0
2883,7.0,China,1971,1296.0
2884,8.0,Italy,1971,395.0
2885,9.0,Czechoslovakia,1971,419.0
2886,10.0,Netherlands,1971,161.0
2887,11.0,Israel,1971,21.0
2888,12.0,Switzerland,1971,42.0
2889,13.0,Spain,1971,140.0
2890,14.0,Sweden,1971,530.0
2891,15.0,Canada,1971,285.0
2892,16.0,Ukraine,1971,0.0
2893,17.0,Poland,1971,278.0
2894,18.0,South Korea,1971,0.0
2895,19.0,Norway,1971,4.0
2896,20.0,Brazil,1971,0.0
2897,21.0,Australia,1971,36.0
2898,22.0,Belarus,1971,0.0
2899,23.0,Turkiye,1971,0.0
2900,24.0,South Africa,1971,7.0
2901,25.0,North Korea,1971,0.0
2902,26.0,Belgium,1971,0.0
2903,27.0,Czechia,1971,0.0
2904,28.0,Finland,1971,39.0
2905,29.0,Japan,1971,15.0
2906,30.0,Austria,1971,1.0
2907,31.0,Denmark,1971,0.0
2908,32.0,Yugoslavia,1971,21.0
2909,33.0,Libya,1971,0.0
2910,34.0,UAE,1971,0.0
2911,35.0,Jordan,1971,36.0
2912,36.0,Romania,1971,6.0
2913,37.0,Uzbekistan,1971,0.0
2914,38.0,Singapore,1971,2.0
2915,39.0,Egypt,1971,0.0
2916,40.0,unknown supplier(s),1971,3.0
2917,41.0,Bulgaria,1971,0.0
2918,42.0,Iran,1971,6.0
2919,43.0,Slovakia,1971,0.0
2920,44.0,East Germany (GDR),1971,0.0
2921,45.0,India,1971,7.0
2922,46.0,Portugal,1971,3.0
2923,47.0,Indonesia,1971,0.0
2924,48.0,Moldova,1971,0.0
2925,49.0,Syria,1971,0.0
2926,50.0,Ireland,1971,0.0
2927,51.0,Hungary,1971,0.0
2928,52.0,Serbia,1971,0.0
2929,53.0,Pakistan,1971,3.0
2930,54.0,Taiwan,1971,0.0
2931,55.0,Kazakhstan,1971,0.0
2932,56.0,Iraq,1971,0.0
2933,57.0,Greece,1971,0.0
2934,58.0,Kyrgyzstan,1971,0.0
2935,59.0,Georgia,1971,0.0
2936,60.0,Montenegro,1971,0.0
2937,61.0,New Zealand,1971,0.0
2938,62.0,Chile,1971,0.0
2939,63.0,Saudi Arabia,1971,0.0
2940,64.0,Kuwait,1971,0.0
2941,65.0,Argentina,1971,0.0
2942,66.0,Ethiopia,1971,0.0
2943,67.0,Thailand,1971,0.0
2944,68.0,Nicaragua,1971,0.0
2945,69.0,Lithuania,1971,0.0
2946,70.0,Venezuela,1971,0.0
2947,71.0,Qatar,1971,0.0
2948,72.0,Peru,1971,0.0
2949,73.0,Malaysia,1971,7.0
2950,74.0,South Yemen,1971,0.0
2951,75.0,Lebanon,1971,0.0
2952,76.0,Slovenia,1971,0.0
2953,77.0,Cuba,1971,0.0
2954,78.0,Viet Nam,1971,0.0
2955,79.0,Brunei,1971,0.0
2956,80.0,Morocco,1971,0.0
2957,81.0,Cyprus,1971,0.0
2958,82.0,North Macedonia,1971,0.0
2959,83.0,Colombia,1971,0.0
2960,84.0,Bosnia-Herzegovina,1971,0.0
2961,85.0,Ghana,1971,0.0
2962,86.0,DR Congo,1971,0.0
2963,87.0,Chad,1971,0.0
2964,88.0,Oman,1971,0.0
2965,89.0,Latvia,1971,0.0
2966,90.0,Aruba,1971,0.0
2967,91.0,Sudan,1971,0.0
2968,92.0,Malta,1971,0.0
2969,93.0,Estonia,1971,0.0
2970,94.0,Algeria,1971,0.0
2971,95.0,Kenya,1971,0.0
2972,96.0,Nigeria,1971,0.0
2973,97.0,Fiji,1971,0.0
2974,98.0,Croatia,1971,0.0
2975,99.0,Ecuador,1971,0.0
2976,100.0,Sri Lanka,1971,0.0
2977,101.0,Uruguay,1971,0.0
2978,102.0,Iceland,1971,0.0
2979,103.0,Zimbabwe,1971,0.0
2980,104.0,Mexico,1971,0.0
2981,105.0,Philippines,1971,0.0
2982,106.0,Angola,1971,0.0
2983,107.0,Armenia,1971,0.0
2984,108.0,Uganda,1971,0.0
2985,109.0,South Vietnam,1971,0.0
2986,110.0,Dominican Republic,1971,0.0
2987,111.0,North Yemen,1971,0.0
2988,112.0,Senegal,1971,0.0
2989,113.0,Costa Rica,1971,0.0
2990,114.0,Panama,1971,0.0
2991,115.0,Cote d'Ivoire,1971,1.0
2992,116.0,Eritrea,1971,0.0
2993,117.0,Guyana,1971,0.0
2994,118.0,Bahrain,1971,0.0
2995,119.0,Cambodia,1971,0.0
2996,120.0,Bangladesh,1971,0.0
2997,121.0,Zambia,1971,0.0
2998,122.0,Mozambique,1971,0.0
2999,123.0,FMLN (El Salvador)*,1971,0.0
3000,124.0,Gabon,1971,0.0
3001,125.0,Malawi,1971,0.0
3002,126.0,Libya HoR*,1971,0.0
3003,127.0,Guatemala,1971,0.0
3004,128.0,Mujahedin (Afghanistan)*,1971,0.0
3005,129.0,Seychelles,1971,0.0
3006,130.0,Luxembourg,1971,0.0
3007,131.0,European Union**,1971,0.0
3008,132.0,Niger,1971,0.0
3009,133.0,Albania,1971,0.0
3010,134.0,Bahamas,1971,0.0
3011,135.0,United Nations**,1971,0.0
3012,,Others,1971,0.0
3013,,Total,1971,32591.0
3014,1.0,United States,1972,10808.0
3015,2.0,Soviet Union,1972,13303.0
3016,3.0,Russia,1972,0.0
3017,4.0,United Kingdom,1972,2512.0
3018,5.0,France,1972,2646.0
3019,6.0,Germany,1972,1359.0
3020,7.0,China,1972,1242.0
3021,8.0,Italy,1972,296.0
3022,9.0,Czechoslovakia,1972,647.0
3023,10.0,Netherlands,1972,133.0
3024,11.0,Israel,1972,31.0
3025,12.0,Switzerland,1972,34.0
3026,13.0,Spain,1972,4.0
3027,14.0,Sweden,1972,123.0
3028,15.0,Canada,1972,318.0
3029,16.0,Ukraine,1972,0.0
3030,17.0,Poland,1972,276.0
3031,18.0,South Korea,1972,141.0
3032,19.0,Norway,1972,29.0
3033,20.0,Brazil,1972,0.0
3034,21.0,Australia,1972,6.0
3035,22.0,Belarus,1972,0.0
3036,23.0,Turkiye,1972,0.0
3037,24.0,South Africa,1972,22.0
3038,25.0,North Korea,1972,0.0
3039,26.0,Belgium,1972,0.0
3040,27.0,Czechia,1972,0.0
3041,28.0,Finland,1972,30.0
3042,29.0,Japan,1972,9.0
3043,30.0,Austria,1972,1.0
3044,31.0,Denmark,1972,0.0
3045,32.0,Yugoslavia,1972,0.0
3046,33.0,Libya,1972,0.0
3047,34.0,UAE,1972,0.0
3048,35.0,Jordan,1972,0.0
3049,36.0,Romania,1972,9.0
3050,37.0,Uzbekistan,1972,0.0
3051,38.0,Singapore,1972,0.0
3052,39.0,Egypt,1972,0.0
3053,40.0,unknown supplier(s),1972,12.0
3054,41.0,Bulgaria,1972,0.0
3055,42.0,Iran,1972,106.0
3056,43.0,Slovakia,1972,0.0
3057,44.0,East Germany (GDR),1972,0.0
3058,45.0,India,1972,2.0
3059,46.0,Portugal,1972,0.0
3060,47.0,Indonesia,1972,0.0
3061,48.0,Moldova,1972,0.0
3062,49.0,Syria,1972,0.0
3063,50.0,Ireland,1972,0.0
3064,51.0,Hungary,1972,8.0
3065,52.0,Serbia,1972,0.0
3066,53.0,Pakistan,1972,0.0
3067,54.0,Taiwan,1972,154.0
3068,55.0,Kazakhstan,1972,0.0
3069,56.0,Iraq,1972,0.0
3070,57.0,Greece,1972,0.0
3071,58.0,Kyrgyzstan,1972,0.0
3072,59.0,Georgia,1972,0.0
3073,60.0,Montenegro,1972,0.0
3074,61.0,New Zealand,1972,0.0
3075,62.0,Chile,1972,0.0
3076,63.0,Saudi Arabia,1972,2.0
3077,64.0,Kuwait,1972,0.0
3078,65.0,Argentina,1972,11.0
3079,66.0,Ethiopia,1972,0.0
3080,67.0,Thailand,1972,0.0
3081,68.0,Nicaragua,1972,0.0
3082,69.0,Lithuania,1972,0.0
3083,70.0,Venezuela,1972,0.0
3084,71.0,Qatar,1972,0.0
3085,72.0,Peru,1972,0.0
3086,73.0,Malaysia,1972,0.0
3087,74.0,South Yemen,1972,0.0
3088,75.0,Lebanon,1972,0.0
3089,76.0,Slovenia,1972,0.0
3090,77.0,Cuba,1972,0.0
3091,78.0,Viet Nam,1972,0.0
3092,79.0,Brunei,1972,0.0
3093,80.0,Morocco,1972,0.0
3094,81.0,Cyprus,1972,0.0
3095,82.0,North Macedonia,1972,0.0
3096,83.0,Colombia,1972,0.0
3097,84.0,Bosnia-Herzegovina,1972,0.0
3098,85.0,Ghana,1972,0.0
3099,86.0,DR Congo,1972,0.0
3100,87.0,Chad,1972,0.0
3101,88.0,Oman,1972,0.0
3102,89.0,Latvia,1972,0.0
3103,90.0,Aruba,1972,0.0
3104,91.0,Sudan,1972,0.0
3105,92.0,Malta,1972,0.0
3106,93.0,Estonia,1972,0.0
3107,94.0,Algeria,1972,0.0
3108,95.0,Kenya,1972,0.0
3109,96.0,Nigeria,1972,0.0
3110,97.0,Fiji,1972,0.0
3111,98.0,Croatia,1972,0.0
3112,99.0,Ecuador,1972,0.0
3113,100.0,Sri Lanka,1972,0.0
3114,101.0,Uruguay,1972,0.0
3115,102.0,Iceland,1972,0.0
3116,103.0,Zimbabwe,1972,0.0
3117,104.0,Mexico,1972,0.0
3118,105.0,Philippines,1972,0.0
3119,106.0,Angola,1972,0.0
3120,107.0,Armenia,1972,0.0
3121,108.0,Uganda,1972,0.0
3122,109.0,South Vietnam,1972,0.0
3123,110.0,Dominican Republic,1972,0.0
3124,111.0,North Yemen,1972,0.0
3125,112.0,Senegal,1972,0.0
3126,113.0,Costa Rica,1972,0.0
3127,114.0,Panama,1972,0.0
3128,115.0,Cote d'Ivoire,1972,0.0
3129,116.0,Eritrea,1972,0.0
3130,117.0,Guyana,1972,0.0
3131,118.0,Bahrain,1972,0.0
3132,119.0,Cambodia,1972,0.0
3133,120.0,Bangladesh,1972,0.0
3134,121.0,Zambia,1972,0.0
3135,122.0,Mozambique,1972,0.0
3136,123.0,FMLN (El Salvador)*,1972,0.0
3137,124.0,Gabon,1972,0.0
3138,125.0,Malawi,1972,0.0
3139,126.0,Libya HoR*,1972,0.0
3140,127.0,Guatemala,1972,0.0
3141,128.0,Mujahedin (Afghanistan)*,1972,0.0
3142,129.0,Seychelles,1972,0.0
3143,130.0,Luxembourg,1972,0.0
3144,131.0,European Union**,1972,0.0
3145,132.0,Niger,1972,0.0
3146,133.0,Albania,1972,0.0
3147,134.0,Bahamas,1972,0.0
3148,135.0,United Nations**,1972,0.0
3149,,Others,1972,0.0
3150,,Total,1972,34274.0
3151,1.0,United States,1973,12031.0
3152,2.0,Soviet Union,1973,15533.0
3153,3.0,Russia,1973,0.0
3154,4.0,United Kingdom,1973,2768.0
3155,5.0,France,1973,2948.0
3156,6.0,Germany,1973,224.0
3157,7.0,China,1973,665.0
3158,8.0,Italy,1973,328.0
3159,9.0,Czechoslovakia,1973,670.0
3160,10.0,Netherlands,1973,206.0
3161,11.0,Israel,1973,12.0
3162,12.0,Switzerland,1973,54.0
3163,13.0,Spain,1973,4.0
3164,14.0,Sweden,1973,15.0
3165,15.0,Canada,1973,113.0
3166,16.0,Ukraine,1973,0.0
3167,17.0,Poland,1973,158.0
3168,18.0,South Korea,1973,0.0
3169,19.0,Norway,1973,10.0
3170,20.0,Brazil,1973,0.0
3171,21.0,Australia,1973,72.0
3172,22.0,Belarus,1973,0.0
3173,23.0,Turkiye,1973,0.0
3174,24.0,South Africa,1973,1.0
3175,25.0,North Korea,1973,0.0
3176,26.0,Belgium,1973,0.0
3177,27.0,Czechia,1973,0.0
3178,28.0,Finland,1973,0.0
3179,29.0,Japan,1973,36.0
3180,30.0,Austria,1973,1.0
3181,31.0,Denmark,1973,0.0
3182,32.0,Yugoslavia,1973,35.0
3183,33.0,Libya,1973,0.0
3184,34.0,UAE,1973,0.0
3185,35.0,Jordan,1973,22.0
3186,36.0,Romania,1973,9.0
3187,37.0,Uzbekistan,1973,0.0
3188,38.0,Singapore,1973,0.0
3189,39.0,Egypt,1973,0.0
3190,40.0,unknown supplier(s),1973,4.0
3191,41.0,Bulgaria,1973,0.0
3192,42.0,Iran,1973,6.0
3193,43.0,Slovakia,1973,0.0
3194,44.0,East Germany (GDR),1973,0.0
3195,45.0,India,1973,21.0
3196,46.0,Portugal,1973,5.0
3197,47.0,Indonesia,1973,0.0
3198,48.0,Moldova,1973,0.0
3199,49.0,Syria,1973,0.0
