,Country Name,Country Code,Series Name,Series Code,Year,GDP
2083,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1966,190350000
2084,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1966,26971487275.2976
2085,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1966,16480058982.7036
2086,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1966,1321204502.96367
2087,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2088,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2089,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1966,5279230812.28227
2090,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2091,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1966,293712193.86878
2092,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2093,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1966,723739857.015464
2094,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1966,1040952381.8942
2095,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1966,14037610621.0219
2096,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2097,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2098,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2099,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1966,925381491.444771
2100,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2101,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2102,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1966,108572756766.328
2103,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1966,815000000000
2104,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1966,1809185093.55188
2105,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2106,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2107,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1966,8781333333.33333
2108,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2109,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2110,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2111,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2112,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1966,1264285714.28571
2113,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1966,1281749500
2114,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1966,32014368121.3717
2115,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1966,15910837741.9678
2116,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2117,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1966,2888723567.10393
2118,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2119,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1966,213717585174.219
2120,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1966,252106640604.13
2121,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1966,104051083523.864
2122,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1966,103921128849.551
2123,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1966,444882753309.621
2124,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1966,739191741175.267
2125,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2126,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2127,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2128,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2129,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1966,26501609734.3972
2130,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1966,1712677609757.28
2131,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1966,436648397312.293
2132,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1966,496238221381.391
2133,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1966,18833729124.9755
2134,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1966,40278560200.5067
2135,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1966,57924073847.9149
2136,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1966,266930865057.18
2137,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1966,131372225704.131
2138,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1966,107487358657.433
2139,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1966,122890761036.252
2140,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2141,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1966,464111355231.453
2142,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2143,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1966,117578193580.325
2144,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2145,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1966,24818305646.7259
2146,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1966,24596781059.6124
2147,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1966,446005445246.893
2148,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1966,876221164375.333
2149,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2150,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1966,1722667267357.04
2151,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2152,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2153,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1966,1675258902649.29
2154,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1966,31531025978.4258
2155,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1966,..
2156,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1966,62456580600.2219
2157,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1966,62456580600.2219
2158,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1966,47114238410.8386
2159,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1966,47099671961.8704
2160,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1966,47114238410.8386
2161,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1966,331542693710.854
2162,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1966,2164118096871.42
2163,0,0,0,0,1966,0
2164,0,0,0,0,1966,0
2165,0,0,0,0,1966,0
2166,0,0,Data from database: World Development Indicators,0,1966,0
2167,0,0,Last Updated: 10/26/2023,0,1966,0
2168,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1967,1673333417.77778
2169,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2170,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1967,3370870373.60872
2171,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2172,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2173,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2174,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2175,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1967,24256667553.2569
2176,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2177,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2178,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1967,30442724874.4891
2179,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1967,11579431668.9165
2180,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2181,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1967,390196078.431373
2182,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2183,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1967,7253575399.3215
2184,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2185,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2186,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1967,19992040788.4593
2187,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1967,47431266.6525823
2188,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1967,306221953.364724
2189,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1967,155102984.627334
2190,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2191,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1967,755808080.808081
2192,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2193,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1967,58642385.2376744
2194,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1967,31086389194.961
2195,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2196,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1967,139029537.149708
2197,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2198,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1967,450753923.930489
2199,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1967,178297142.678846
2200,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2201,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1967,962857134.285714
2202,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1967,936175260.825215
2203,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1967,65668511127.259
2204,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2205,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1967,163820513.701425
2206,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1967,449826322.995107
2207,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2208,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1967,7057104134.49018
2209,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1967,72881367877.7484
2210,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1967,5825170438.48704
2211,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2212,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1967,3384063371.75792
2213,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1967,237397428.336429
2214,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1967,699456618.274046
2215,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1967,1082922725.79069
2216,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2217,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2218,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2219,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2220,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2221,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1967,13059065018.6187
2222,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2223,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2224,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1967,1034800000
2225,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1967,2553596091.82258
2226,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1967,5605484298.98275
2227,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1967,976200000
2228,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1967,72317446.9327193
2229,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2230,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2231,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1967,74759970.1259159
2232,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2233,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2234,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1967,162625885.863484
2235,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1967,9368954010.3132
2236,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1967,118972977486.207
2237,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1967,220984367.408058
2238,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1967,271543680.279285
2239,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1967,46695008.7660868
2240,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2241,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2242,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1967,1747187644.9031
2243,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2244,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1967,9275600800.35644
2245,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2246,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2247,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2248,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1967,1453500000
2249,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2250,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2251,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1967,250176470.588235
2252,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1967,369124199.704701
2253,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1967,598099999.70095
2254,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1967,2692474989.12571
2255,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2256,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1967,621225998.641327
2257,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1967,50134942160.5497
2258,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1967,5667756644.9716
2259,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1967,7555383682.60462
2260,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2261,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1967,3343636773.36759
2262,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2263,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1967,3921089676.45269
2264,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1967,81133120065.4202
2265,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1967,1148014311.54576
2266,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1967,123781880094.162
2267,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1967,631679748.465124
2268,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2269,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1967,1232559505.9162
2270,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2271,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2272,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1967,4855833210.11386
2273,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2274,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1967,2441599027.75527
2275,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2276,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2277,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2278,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2279,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1967,59261976.3189142
2280,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2281,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2282,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2283,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2284,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1967,974721762.535327
2285,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2286,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1967,956436931.141842
2287,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2288,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1967,3188924674.94232
2289,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2290,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1967,275494477.81984
2291,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2292,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2293,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1967,282615303.571519
2294,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2295,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1967,26559999973.44
2296,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2297,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2298,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2299,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2300,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2301,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1967,3046345311.94219
2302,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2303,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1967,328182434.544961
2304,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2305,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2306,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1967,841974025.462659
2307,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1967,25087562181.3218
2308,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1967,180036767.47083
2309,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1967,5961418093.53003
2310,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1967,657140010.747554
2311,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1967,665586872.839162
2312,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1967,5203237920.78613
2313,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2314,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2315,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1967,9514496609.69888
2316,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1967,107151734.048865
2317,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1967,7464510709.7858
2318,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2319,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1967,1034376400
2320,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1967,441728182.729517
2321,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1967,492674603.174603
2322,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1967,6194340079.8786
2323,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1967,7724873929.38407
2324,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2325,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1967,5740241165.63433
2326,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1967,3532700000
2327,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2328,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2329,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2330,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1967,159560018.15956
2331,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2332,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2333,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2334,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2335,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1967,1246480767.03742
2336,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2337,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1967,16632032.8138977
2338,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1967,348795351.162769
2339,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1967,1238035814.95225
2340,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2341,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2342,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2343,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1967,25203524.0325638
2344,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1967,271781886.573513
2345,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1967,15821393677.7711
2346,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2347,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1967,31647119228.1982
2348,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1967,1859465020.57613
2349,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1967,16742338.2519864
2350,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2351,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2352,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1967,15835103.0301057
2353,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1967,1607409539.36648
2354,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1967,220700000
2355,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1967,29275996465.9902
2356,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1967,17740013478.353
2357,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1967,1443717801.42506
2358,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2359,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2360,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1967,5638461436.94031
2361,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2362,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1967,314870885.996789
2363,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2364,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1967,761981839.095162
2365,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1967,1085714286.6966
2366,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1967,15575221240.661
2367,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2368,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2369,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2370,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1967,967240654.219656
2371,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2372,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2373,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1967,113116882129.936
2374,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1967,861700000000
2375,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1967,1597713469.09611
2376,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2377,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2378,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1967,9250000000
2379,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2380,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2381,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2382,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2383,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1967,1368000000
2384,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1967,1397002000
2385,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1967,33269509510.4599
2386,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1967,14510579888.7207
2387,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2388,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1967,3102559321.59372
2389,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1967,..
2390,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1967,224481783366.105
2391,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1967,273182977872.023
2392,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1967,100981200429.953
